Song Title,Artist,Album,Year released,File size,Song Duration,Filename,Genre,File extension,Bitrate (kbps),Sample Rate (Hz),File size (bytes),Song duration (seconds),Play count,Rating,Added to library on (timestamp),Added to library on (epoch),Composer,Comment
Phantom Pt II,Justice,Cross,2007,6.77 MB,"3 minutes, 20 seconds",iPod_Control/Music/F32/FKEH.mp3,Electronic,MP3,267,48000,6765712,200,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Valentine,Justice,Cross,2007,5.80 MB,"2 minutes, 56 seconds",iPod_Control/Music/F00/KYSC.mp3,Electronic,MP3,260,48000,5803408,176,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
TThhEe PPaARRtTYY,Justice,Cross,2007,7.32 MB,"4 minutes, 3 seconds",iPod_Control/Music/F43/GYQL.mp3,Electronic,MP3,238,48000,7323472,243,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
DVNO,Justice,Cross,2007,7.35 MB,"3 minutes, 56 seconds",iPod_Control/Music/F14/KJNL.mp3,Electronic,MP3,246,48000,7352272,236,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Stress,Justice,Cross,2007,9.06 MB,"4 minutes, 58 seconds",iPod_Control/Music/F03/UYWW.mp3,Electronic,MP3,241,48000,9057253,298,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Waters Of Nazareth,Justice,Cross,2007,9.29 MB,"4 minutes, 25 seconds",iPod_Control/Music/F03/ILDY.mp3,Electronic,MP3,278,48000,9293008,265,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
One Minute To Midnight,Justice,Cross,2007,7.20 MB,"3 minutes, 41 seconds",iPod_Control/Music/F01/NTEE.mp3,Electronic,MP3,258,48000,7204480,221,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
The Party (Demo),Justice,Cross,2007,7.03 MB,"3 minutes, 33 seconds",iPod_Control/Music/F49/VLVJ.mp3,Electronic,MP3,262,48000,7031017,213,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Valentine (Demo),Justice,Cross,2007,4.71 MB,"2 minutes, 21 seconds",iPod_Control/Music/F08/XXHC.mp3,Electronic,MP3,265,48000,4712041,141,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
D.A.N.C.E. (Logic Reprise),Justice,Cross,2007,6.32 MB,"3 minutes, 17 seconds",iPod_Control/Music/F26/OBKG.mp3,Electronic,MP3,255,48000,6315193,197,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Donna (Outtake),Justice,Cross,2007,5.77 MB,"3 minutes, 3 seconds",iPod_Control/Music/F47/PRGW.mp3,Electronic,MP3,250,48000,5771209,183,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
B.E.A.T (Instrumental),Justice,Cross,2007,4.76 MB,"2 minutes, 22 seconds",iPod_Control/Music/F04/GLMB.mp3,Electronic,MP3,265,48000,4764865,142,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Welcome,Justice,Escapades,2021,1.17 MB,38 seconds,iPod_Control/Music/F28/CTGG.mp3,Electronic,MP3,213,48000,1170220,38,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Force Majeure,Justice,Escapades,2021,7.27 MB,"3 minutes, 26 seconds",iPod_Control/Music/F11/CPRZ.mp3,Electronic,MP3,276,48000,7272544,206,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Rocambole,Justice,Escapades,2021,7.03 MB,"3 minutes, 25 seconds",iPod_Control/Music/F32/SULS.mp3,Electronic,MP3,267,48000,7031408,205,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Europa,Justice,Escapades,2021,7.75 MB,"3 minutes, 47 seconds",iPod_Control/Music/F04/CNIO.mp3,Electronic,MP3,267,48000,7746314,227,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Hey!,Justice,Escapades,2021,8.98 MB,"4 minutes, 14 seconds",iPod_Control/Music/F19/FBRH.mp3,Electronic,MP3,277,48000,8975350,254,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Captain,Justice,Escapades,2021,6.96 MB,"3 minutes, 22 seconds",iPod_Control/Music/F31/MMOS.mp3,Electronic,MP3,269,48000,6959260,202,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Lacrimosa,Justice,Escapades,2021,7.86 MB,"3 minutes, 48 seconds",iPod_Control/Music/F00/EMUB.mp3,Electronic,MP3,269,48000,7864904,228,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Belladone,Justice,Escapades,2021,8.96 MB,"4 minutes, 16 seconds",iPod_Control/Music/F42/WQKM.mp3,Electronic,MP3,274,48000,8962496,256,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Casablanca,Justice,Escapades,2021,7.33 MB,"3 minutes, 30 seconds",iPod_Control/Music/F11/PEUK.mp3,Electronic,MP3,273,48000,7325266,210,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Vox,Justice,Escapades,2021,6.41 MB,"3 minutes, 8 seconds",iPod_Control/Music/F46/MGJG.mp3,Electronic,MP3,265,48000,6409268,188,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Rêverie,Justice,Escapades,2021,8.80 MB,"4 minutes, 26 seconds",iPod_Control/Music/F02/QLDC.mp3,Electronic,MP3,259,48000,8796748,266,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Safe and Sound,Justice,Woman,2016,11.28 MB,"5 minutes, 50 seconds",iPod_Control/Music/F16/ILVP.mp3,Electronic,MP3,254,48000,11278944,350,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Pleasure,Justice,Woman,2016,8.49 MB,"4 minutes, 15 seconds",iPod_Control/Music/F43/UNBU.mp3,Electronic,MP3,261,48000,8490084,255,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Alakazam !,Justice,Woman,2016,10.68 MB,"5 minutes, 11 seconds",iPod_Control/Music/F16/LYHP.mp3,Electronic,MP3,270,48000,10679080,311,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Fire,Justice,Woman,2016,11.64 MB,"5 minutes, 35 seconds",iPod_Control/Music/F22/WZSF.mp3,Electronic,MP3,274,48000,11640556,335,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Stop,Justice,Woman,2016,10.19 MB,"4 minutes, 57 seconds",iPod_Control/Music/F47/SDCC.mp3,Electronic,MP3,270,48000,10193020,297,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Chorus,Justice,Woman,2016,13.74 MB,"7 minutes, 9 seconds",iPod_Control/Music/F22/YRUZ.mp3,Electronic,MP3,253,48000,13735232,429,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Randy,Justice,Woman,2016,14.16 MB,"6 minutes, 38 seconds",iPod_Control/Music/F11/IPLW.mp3,Electronic,MP3,281,48000,14156766,398,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
HEAVY METAL,Justice,Woman,2016,9.19 MB,"4 minutes, 30 seconds",iPod_Control/Music/F09/QIRZ.mp3,Electronic,MP3,267,48000,9192882,270,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Love S.O.S.,Justice,Woman,2016,10.60 MB,"5 minutes, 3 seconds",iPod_Control/Music/F27/RRJB.mp3,Electronic,MP3,275,48000,10601610,303,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Close Call,Justice,Woman,2016,9.98 MB,"5 minutes, 8 seconds",iPod_Control/Music/F35/SSLQ.mp3,Electronic,MP3,255,48000,9982936,308,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Safe and Sound,Justice,Woman Worldwide,2018,15.02 MB,"7 minutes, 33 seconds",iPod_Control/Music/F19/XDWC.mp3,Electronic,MP3,264,48000,15015236,453,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
D.A.N.C.E.,Justice,Woman Worldwide,2018,6.90 MB,"3 minutes, 17 seconds",iPod_Control/Music/F21/ZFNP.mp3,Electronic,MP3,279,48000,6902940,197,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Canon x Love S.O.S.,Justice,Woman Worldwide,2018,9.78 MB,"4 minutes, 48 seconds",iPod_Control/Music/F38/KKAU.mp3,Electronic,MP3,271,48000,9779358,288,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Genesis x Phantom,Justice,Woman Worldwide,2018,9.68 MB,"4 minutes, 46 seconds",iPod_Control/Music/F37/SQPN.mp3,Electronic,MP3,270,48000,9676634,286,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Pleasure x Newjack x Civilization,Justice,Woman Worldwide,2018,11.44 MB,"5 minutes, 39 seconds",iPod_Control/Music/F48/BRCD.mp3,Electronic,MP3,269,48000,11440930,339,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Heavy Metal x DVNO,Justice,Woman Worldwide,2018,9.68 MB,"4 minutes, 44 seconds",iPod_Control/Music/F12/YKZK.mp3,Electronic,MP3,272,48000,9679516,284,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Stress,Justice,Woman Worldwide,2018,12.01 MB,"5 minutes, 49 seconds",iPod_Control/Music/F45/EEKJ.mp3,Electronic,MP3,274,48000,12014212,349,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Love S.O.S.,Justice,Woman Worldwide,2018,9.62 MB,"4 minutes, 46 seconds",iPod_Control/Music/F16/WNBI.mp3,Electronic,MP3,268,48000,9624878,286,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Alakazam ! x Fire,Justice,Woman Worldwide,2018,12.60 MB,"6 minutes, 10 seconds",iPod_Control/Music/F15/MMHC.mp3,Electronic,MP3,272,48000,12604346,370,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Waters of Nazareth x We Are your Friends x Phantom 2,Justice,Woman Worldwide,2018,13.66 MB,"6 minutes, 27 seconds",iPod_Control/Music/F03/XWCN.mp3,Electronic,MP3,281,48000,13663968,387,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Chorus,Justice,Woman Worldwide,2018,11.73 MB,"6 minutes, 5 seconds",iPod_Control/Music/F24/JTLL.mp3,Electronic,MP3,256,48000,11726164,365,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
"Audio, Video, Disco",Justice,Woman Worldwide,2018,12.54 MB,"6 minutes, 13 seconds",iPod_Control/Music/F48/QEZO.mp3,Electronic,MP3,268,48000,12535806,373,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Stop,Justice,Woman Worldwide,2018,8.76 MB,"4 minutes, 27 seconds",iPod_Control/Music/F26/VXZO.mp3,Electronic,MP3,261,48000,8763864,267,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
Randy,Justice,Woman Worldwide,2018,15.36 MB,"7 minutes, 33 seconds",iPod_Control/Music/F15/ZMLJ.mp3,Electronic,MP3,270,48000,15361778,453,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
D.A.N.C.E. x Fire x Safe and Sound,Justice,Woman Worldwide,2018,12.31 MB,"6 minutes, 19 seconds",iPod_Control/Music/F23/ALAL.mp3,Electronic,MP3,259,48000,12308268,379,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
We Are Your Friends (Justice Vs Simian),Justice,,2006,8.66 MB,"4 minutes, 22 seconds",iPod_Control/Music/F09/NYEF.mp3,Electronic,MP3,260,48000,8657490,262,0,No rating,2023-08-29 21:28:15 UTC,3776189295,,
It's Working,MGMT,Congratulations,2010,7.23 MB,"4 minutes, 6 seconds",iPod_Control/Music/F30/XIQM.mp3,Psychedelic Rock,MP3,234,44100,7227588,246,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Song For Dan Treacy,MGMT,Congratulations,2010,7.17 MB,"4 minutes, 9 seconds",iPod_Control/Music/F04/JWSA.mp3,Psychedelic Rock,MP3,229,44100,7168054,249,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Someone's Missing,MGMT,Congratulations,2010,3.92 MB,"2 minutes, 29 seconds",iPod_Control/Music/F02/KGKX.mp3,Psychedelic Rock,MP3,209,44100,3918704,149,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Flash Delirium,MGMT,Congratulations,2010,6.57 MB,"4 minutes, 15 seconds",iPod_Control/Music/F38/CZRI.mp3,Psychedelic Rock,MP3,205,44100,6566804,255,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
I Found A Whistle,MGMT,Congratulations,2010,5.95 MB,"3 minutes, 40 seconds",iPod_Control/Music/F23/JIBA.mp3,Psychedelic Rock,MP3,215,44100,5946620,220,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Siberian Breaks,MGMT,Congratulations,2010,19.43 MB,"12 minutes, 9 seconds",iPod_Control/Music/F21/EXGM.mp3,Psychedelic Rock,MP3,213,44100,19434546,729,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Brian Eno,MGMT,Congratulations,2010,7.32 MB,"4 minutes, 31 seconds",iPod_Control/Music/F37/GUBR.mp3,Psychedelic Rock,MP3,215,44100,7322374,271,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Lady Dada's Nightmare,MGMT,Congratulations,2010,7.32 MB,"4 minutes, 31 seconds",iPod_Control/Music/F10/MMGW.mp3,Psychedelic Rock,MP3,215,44100,7315581,271,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
Congratulations,MGMT,Congratulations,2010,5.87 MB,"3 minutes, 55 seconds",iPod_Control/Music/F39/ULCO.mp3,Psychedelic Rock,MP3,199,44100,5866948,235,0,No rating,2023-08-29 21:28:48 UTC,3776189328,,What U Think All The Gunz Is
